SKU,Localized For,Title,Product Description,Condition,List Price,Picture URL 1,Picture URL 2,Picture URL 3,Picture URL 4,Picture URL 5,Picture URL 6,Picture URL 7,Picture URL 8,Picture URL 9,Picture URL 10,Attribute Name 1,Attribute Value 1,Attribute Name 2,Attribute Value 2,Attribute Name 3,Attribute Value 3,Attribute Name 4,Attribute Value 4,Attribute Name 5,Attribute Value 5,Attribute Name 6,Attribute Value 6,Attribute Name 7,Attribute Value 7,Attribute Name 8,Attribute Value 8,Attribute Name 9,Attribute Value 9,Attribute Name 10,Attribute Value 10,Attribute Name 11,Attribute Value 11,Attribute Name 12,Attribute Value 12,Attribute Name 13,Attribute Value 13,Attribute Name 14,Attribute Value 14,Attribute Name 15,Attribute Value 15,Attribute Name 16,Attribute Value 16,Attribute Name 17,Attribute Value 17,Attribute Name 18,Attribute Value 18,Attribute Name 19,Attribute Value 19
216407403,en_US,"Мультитул SwissTool Victorinox 3.0227.L1 Spirit, с поворотным клипом на чехле","",NEW,14090.0,https://static-ru.insales.ru/images/products/1/5632/377320960/666e2677c520902ad50a4187ea4a452a-700x700.jpg,https://static-ru.insales.ru/images/products/1/5636/377320964/43e0c342569d2f17799196a7c680decd-700x700.jpg,"","","","","","","","",Производитель,Victorinox,Общая длина,105 мм,Цвет,металлик,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216407340,en_US,Автоматический нож 01SC062 Magnum by Boker :: Magnum Final Flick Out Black,"",NEW,2210.0,https://static-ru.insales.ru/images/products/1/5504/377320832/f40455a585fe733b2434c993ffe69475-700x700.jpg,https://static-ru.insales.ru/images/products/1/5515/377320843/14fcf5d0ef4f37ae746de6b084a6a3d7-700x700.jpg,"","","","","","","","",Производитель,Boker,Длина клинка,80 мм,Материал рукояти,Алюминий,Общая длина,180 мм,Толщина клинка,"3,1 мм",Обработка клинка,Satin finish,Фиксатор клинка,замок Button-Lock,,,,,,,,,,,,,,,,,,,,,,,,
216407546,en_US,Маленький складной нож KERSHAW Shuffle 8700,"<p><span style=""font-size: 12pt;"">Общая длина: 143 мм</span><br /><span style=""font-size: 12pt;"">Длина клинка: 60 мм</span><br /><span style=""font-size: 12pt;"">Длина в сложенном виде: 83 мм</span><br /><span style=""font-size: 12pt;"">Материал клинка: Сталь 8Cr13MoV</span><br /><span style=""font-size: 12pt;"">Обработка клинка: Bead Blast</span><br /><span style=""font-size: 12pt;"">Твёрдость: 57-58 HRC</span><br /><span style=""font-size: 12pt;"">Блокировка клинка: Liner-Lock</span><br /><span style=""font-size: 12pt;"">Материал рукоятки: Glass Filled Nylon, K-Texture&trade; grip</span><br /><span style=""font-size: 12pt;"">Вес ножа: 75 гр</span><br /><span style=""font-size: 12pt;"">Страна изготовитель: Китай</span></p>",NEW,2160.0,https://static-ru.insales.ru/images/products/1/5960/377321288/4b963876732d0cd79eda1ef1175e5455-700x700.jpg,https://static-ru.insales.ru/images/products/1/5963/377321291/237f47c159d6acc121be5ad21bee30ae-700x700.jpg,"","","","","","","","",Производитель,Kershaw,Твердость стали по HRC,57-58,Твёрдость,57-58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216407774,en_US,Нож Boker 01BO766 CFM-A1,"<font >Производитель: Boker ГерманияСтрана изготовитель: Китай<br>Вес: 155 гр.<br>Дизайнер: DJ Urbanovsky<br>Общая длина: 21,3 см.<br>Толщина клинка: 3,5 мм.<br>Материал рукояти: G-10<br>Цвет рукояти: черный<br>Тип замка: Frame Lock<br>Материал клинка: 14C28N<br>Длина клинка: 9,2 см.<br></font>",NEW,4400.0,https://static-ru.insales.ru/images/products/1/6409/377321737/40c805d3745c1a9e54b7eb191b5e1bb7-700x700.jpg,https://static-ru.insales.ru/images/products/1/6412/377321740/21b682a40c6f16bf670120fc1189ad54-700x700.jpg,"","","","","","","","",Производитель,Boker,Длина клинка,92 мм,Материал рукояти,"Чёрный G10, сталь",Общая длина,213 мм,Толщина клинка,"3,5 мм",Фирма производитель,Boker Plus,Вес,155 гр,Обработка клинка,Stonewash,Фиксатор клинка,замок Frame-Lock,Дизайн,DJ Urbanovsky,,,,,,,,,,,,,,,,,,
216407479,en_US,Складной нож CRKT Columbia River M16-04S,"",NEW,7500.0,https://static-ru.insales.ru/images/products/1/5800/377321128/b2c3c4cf3da9a01812fbd1c15d7705f7-700x700.jpg,https://static-ru.insales.ru/images/products/1/5804/377321132/2ae896fcfabd6c28cd83c941a369d735-700x700.jpg,https://static-ru.insales.ru/images/products/1/5808/377321136/3b57fc44c7a39424894bcf79bfc585fc-700x700.jpg,"","","","","","","",Производитель,CRKT,Длина клинка,99 мм,Материал рукояти,Алюминий 6061,Общая длина,236 мм,Толщина клинка,"3,6 мм",Обработка клинка,Bead Blast,Фиксатор клинка,замок Liner-Lock,,,,,,,,,,,,,,,,,,,,,,,,
216407516,en_US,Нож Boker 01lg114 Dagger Blue,"<font>Производитель: Boker ГерманияСтрана изготовитель: Китай<br>Вес: 155 гр.<br>Длина лезвия: 9 см.<br>Толщина лезвия: 2,7 мм.<br>Материал лезвия: 440A<br>Материал рукояти: сталь<br></font>",NEW,1960.0,https://static-ru.insales.ru/images/products/1/5887/377321215/50f06581680dcce8ad3bc7b680ff24ec-700x700.jpg,https://static-ru.insales.ru/images/products/1/5894/377321222/fc146ccb6391a195c36423c30547daa7-700x700.jpg,https://static-ru.insales.ru/images/products/1/5900/377321228/7204f19bd3ca2b76dc8fe85a14ffae4a-700x700.jpg,"","","","","","","",Производитель,Boker,Длина клинка,90 мм,Материал рукояти,Нержавеющая сталь,Общая длина,215 мм,Толщина клинка,"2,7 мм",Фирма производитель,Magnum by Boker,Вес,155 гр,Обработка клинка,Titanium Nitride,Фиксатор клинка,замок Liner-Lock,,,,,,,,,,,,,,,,,,,,
216407594,en_US,"Складной нож Cold Steel 26B6 Ti-Lite 6"" Aluminum","",NEW,18000.0,https://static-ru.insales.ru/images/products/1/6053/377321381/34daadacf2b7e071dc45feddbb22df1f-700x700.jpg,https://static-ru.insales.ru/images/products/1/6055/377321383/27baf231cbb57d4dfdcf8efa1b197105-700x700.jpg,"","","","","","","","",Производитель,Cold Steel,Длина клинка,152 мм,Материал рукояти,Алюминий 7075,Общая длина,330 мм,Толщина клинка,"4,0 мм",Обработка клинка,Bead Blast,Фиксатор клинка,замок Liner-Lock,,,,,,,,,,,,,,,,,,,,,,,,
216407900,en_US,Фронтальный нож Microtech Ultratech Satin 123-4,"<p><span>Производитель: Microtech США123-4 нож с автоматическим открытием/закрытием клинка<br />Страна изготовитель: США<br />Сталь - Elmax обработка сатин, форма клинка танто<br />Рукоять - авиационный алюминий 6061-T6<br />Длина лезвия - 8,73 см.<br />Толщина лезвия - 0,33 мм.<br />Общая длина - 21,59 см.<br />Вес - 102 гр.<br />Комплектация - металлическая клипса/стеклобой</span></p>",NEW,36120.0,https://static-ru.insales.ru/images/products/1/6653/377321981/5dd160d41accaa865cd0cc297b97617d-700x700.jpg,https://static-ru.insales.ru/images/products/1/6658/377321986/e00a5c4da95878d7f01afef369db4a02-700x700.jpg,https://static-ru.insales.ru/images/products/1/6663/377321991/3190461bda06b0e1ad49ae3fd59c831d-700x700.jpg,"","","","","","","",Производитель,Microtech,Длина клинка,87 мм,Материал рукояти,Алюминий 6061,Общая длина,215 мм,Толщина клинка,"3,2 мм",Фирма производитель,Microtech,Страна,США,Вес,102 гр,Обработка клинка,Satin finish,Фиксатор клинка,замок Out-the-Front Double Auto,Дизайн,Энтони Марфионе,,,,,,,,,,,,,,,,
216407252,en_US,"Складной нож Wild West, Саро","<h3 style=""font-family: Roboto, sans-serif; color: rgb(0, 0, 0); margin-top: 20px; margin-bottom: 0cm; font-size: 17px; text-transform: uppercase; outline-width: 0px !important;""><span style=""font-family: ""Times New Roman""; outline-width: 0px !important;"">СКЛАДНЫЕ НОЖИ ПРОЧНО ВОШЛИ В ОБИХОД ЛЮБОГО ГРИБНИКА, ТУРИСТА, РЫБОЛОВА, ОХОТНИКА, И ПРОСТО НАСТОЯЩЕГО МУЖЧИНЫ. ТАКИЕ МОДЕЛИ БОЛЬШЕ ВСЕГО ПОДКУПАЮТ ВОЗМОЖНОСТЬЮ ОПЕРАТИВНОГО ОБНАЖЕНИЯ ЛЕЗВИЯ. КОМПАКТНЫЙ WILD WEST МОЖНО ПРОСТО ПОЛОЖИТЬ В КАРМАН ИЛИ ПОДВЕСИТЬ НА ПОЯС. КЛИНОК ВЫПОЛНЕН ИЗ СТАЛИ ВЫСОКОГО КАЧЕСТВА, КОТОРАЯ НЕ ТУСКНЕЕТ И НЕ РЖАВЕЕТ ВО ВРЕМЯ ДЛИТЕЛЬНОГО ПЕРИОДА ЭКСПЛУАТАЦИИ. ДЛЯ ПЕРЕВОДА ЛЕЗВИЯ В РАБОЧЕЕ ПОЛОЖЕНИЕ ПРЕДУСМОТРЕН ФИКСАТОР LINER LOCK, ВЫБРАСЫВАЮЩИЙ КЛИНОК ЗА СЧЕТ ПЛОСКОЙ КОНСОЛЬНОЙ ПРУЖИНЫ, СЛУЖАЩЕЙ, ТАКЖЕ УПОРОМ. ТЕКСТОЛИТОВАЯ РУКОЯТЬ ЗЕЛЕНОГО ЦВЕТА ВЫГЛЯДИТ ЖИЗНЕРАДОСТНО И ХОРОШО УДЕРЖИВАЕТСЯ В ЛАДОНИ. </span></h3><h3 style=""font-family: Roboto, sans-serif; color: rgb(0, 0, 0); margin-top: 20px; margin-bottom: 0cm; font-size: 17px; text-transform: uppercase; outline-width: 0px !important;""><span style=""font-family: ""Times New Roman""; outline-width: 0px !important;""><span style=""text-decoration-line: underline; outline-width: 0px !important;"">ХАРАКТЕРИСТИКИ:</span><br style=""outline-width: 0px !important;""></span><span style=""font-family: ""Times New Roman""; outline-width: 0px !important;"">ОБЩАЯ ДЛИНА, ММ<span style=""white-space: pre; outline-width: 0px !important;""> </span>250±5</span></h3><h3 style=""font-family: Roboto, sans-serif; color: rgb(0, 0, 0); margin-top: 20px; margin-bottom: 0cm; font-size: 17px; text-transform: uppercase; outline-width: 0px !important;""><span style=""font-family: ""Times New Roman""; outline-width: 0px !important;"">ДЛИНА КЛИНКА, ММ<span style=""white-space: pre; outline-width: 0px !important;""> </span>130±3</span></h3><h3 style=""font-family: Roboto, sans-serif; color: rgb(0, 0, 0); margin-top: 20px; margin-bottom: 0cm; font-size: 17px; text-transform: uppercase; outline-width: 0px !important;""><span style=""font-family: ""Times New Roman""; outline-width: 0px !important;"">ТОЛЩИНА ОБУХА, ММ<span style=""white-space: pre; outline-width: 0px !important;""> </span>3,2±0,2</span></h3><h3 style=""font-family: Roboto, sans-serif; color: rgb(0, 0, 0); margin-top: 20px; margin-bottom: 0cm; font-size: 17px; text-transform: uppercase; outline-width: 0px !important;""><span style=""font-family: ""Times New Roman""; outline-width: 0px !important;"">МАТЕРИАЛ КЛИНКА<span style=""white-space: pre; outline-width: 0px !important;""> </span> <span style=""white-space: pre; outline-width: 0px !important;""> </span>BOHLER K110</span></h3><h3 style=""font-family: Roboto, sans-serif; color: rgb(0, 0, 0); margin-top: 20px; margin-bottom: 0cm; font-size: 17px; text-transform: uppercase; outline-width: 0px !important;""><span style=""font-family: ""Times New Roman""; outline-width: 0px !important;"">МАТЕРИАЛ РУКОЯТИ<span style=""white-space: pre; outline-width: 0px !important;""> </span>G10<span style=""white-space: pre; outline-width: 0px !important;""> </span> </span></h3><h3 style=""font-family: Roboto, sans-serif; color: rgb(0, 0, 0); margin-top: 20px; margin-bottom: 0cm; font-size: 17px; text-transform: uppercase; outline-width: 0px !important;""><span style=""font-family: ""Times New Roman""; outline-width: 0px !important;"">ОТДЕЛКА КЛИНКА<span style=""white-space: pre; outline-width: 0px !important;""> </span>ПОЛИРОВКА<span style=""white-space: pre; outline-width: 0px !important;""> </span> </span></h3><h3 style=""font-family: Roboto, sans-serif; color: rgb(0, 0, 0); margin-top: 20px; margin-bottom: 0cm; font-size: 17px; text-transform: uppercase; outline-width: 0px !important;""><span style=""font-family: ""Times New Roman""; outline-width: 0px !important;"">ТВЁРДОСТЬ HRC<span style=""white-space: pre; outline-width: 0px !important;""> </span>61-63<span style=""white-space: pre; outline-width: 0px !important;""> </span> </span></h3><h3 style=""font-family: Roboto, sans-serif; color: rgb(0, 0, 0); margin-top: 20px; margin-bottom: 0cm; font-size: 17px; text-transform: uppercase; outline-width: 0px !important;""><span style=""font-family: ""Times New Roman""; outline-width: 0px !important;"">ВЕС Г<span style=""white-space: pre; outline-width: 0px !important;""> </span>205</span></h3>",NEW,4700.0,https://static-ru.insales.ru/images/products/1/5299/377320627/qyakfceb-700x700-700x700.jpg,"","","","","","","","","",Производитель,SARO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216407429,en_US,Складной нож Cold Steel 20NPJAA 1911,"",NEW,3620.0,https://static-ru.insales.ru/images/products/1/5683/377321011/6a4a7e562f9e0694e75c13e945688244-700x700.jpg,https://static-ru.insales.ru/images/products/1/5689/377321017/5c9efcd19299140927f2729b76db29ae-700x700.jpg,https://static-ru.insales.ru/images/products/1/5694/377321022/5f38a759b968243a430090a345aa86b1-700x700.jpg,"","","","","","","",Производитель,Cold Steel,Длина клинка,76 мм,Материал рукояти,Griv-Ex,Общая длина,178 мм,Толщина клинка,"3,3 мм",Обработка клинка,Satin finish,Фиксатор клинка,замок Liner-Lock,,,,,,,,,,,,,,,,,,,,,,,,
216407440,en_US,Нож Boker 01lg506 Urban Outback,"<font>Производитель: Boker ГерманияСтрана изготовитель: Китай<br>Вес: 133 гр.<br>Толщина лезвия: 3,2 мм.<br>Материал лезвия: 440A<br>Материал рукояти: G-10<br>Тип замка: Linerlock</font><br>",NEW,2110.0,https://static-ru.insales.ru/images/products/1/5726/377321054/b012f8609d95f732d20365d8bf449580-700x700.jpg,https://static-ru.insales.ru/images/products/1/5729/377321057/9acbff5740e4cbad5ab7cd21d11ecad7-700x700.jpg,https://static-ru.insales.ru/images/products/1/5743/377321071/147685bae2c7f7035e90f60cf3a9a13b-700x700.jpg,https://static-ru.insales.ru/images/products/1/5747/377321075/0dbf92a1f1fa5ed9c4279281a91b404d-700x700.jpg,https://static-ru.insales.ru/images/products/1/5749/377321077/526744e4ca0a0fb012af773a772b07fd-700x700.jpg,https://static-ru.insales.ru/images/products/1/5753/377321081/ec4124d2e72ef8a9534428766e635d96-700x700.jpg,https://static-ru.insales.ru/images/products/1/5758/377321086/dcd9dfcb77da42563eaabd6ac27c05c3-700x700.jpg,"","","",Производитель,Boker,Длина клинка,85 мм,Материал рукояти,Чёрный G10,Общая длина,200 мм,Толщина клинка,"3,2 мм",Фирма производитель,Magnum by Boker,Вес,133 гр,Обработка клинка,Satin finish,Фиксатор клинка,замок Liner-Lock,,,,,,,,,,,,,,,,,,,,
216407680,en_US,Нож складной Солдатский Victorinox 0.8353.2 Nomad,"",NEW,3780.0,https://static-ru.insales.ru/images/products/1/6248/377321576/e7d0db186b22dc588652ffca9c2e998a-700x700.jpg,"","","","","","","","","",Производитель,Victorinox,Цвет,синий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216407303,en_US,Складной нож KERSHAW Manifold 1303BW,"<div class=""haracter""> <div class=""attr-name"">ДЛИНА НОЖА (СМ)</div> <span>&nbsp;</span> <div class=""attr-text"">- 20,6</div> </div> <div class=""haracter""> <div class=""attr-name"">В СЛОЖЕННОМ ВИДЕ (СМ)</div> <span>&nbsp;</span> <div class=""attr-text"">- 11,4</div> </div> <div class=""haracter""> <div class=""attr-name"">ДЛИНА КЛИНКА (СМ)</div> <span>&nbsp;</span> <div class=""attr-text"">- 8,9</div> </div> <div class=""haracter""> <div class=""attr-name"">ТОЛЩИНА ЛЕЗВИЯ (ММ)</div> <span>&nbsp;</span> <div class=""attr-text"">- 2,8</div> </div> <div class=""haracter""> <div class=""attr-name"">ВЕС (ГР)</div> <span>&nbsp;</span> <div class=""attr-text"">- 158,8</div> </div> <div class=""haracter""> <div class=""attr-name"">ТИП НОЖЕВОГО ЗАМКА</div> <span>&nbsp;</span> <div class=""attr-text"">- Frame-lock, SpeedSafe Assisted Opening</div> </div> <div class=""haracter""> <div class=""attr-name"">МАТЕРИАЛ КЛИНКА</div> <span>&nbsp;</span> <div class=""attr-text"">- Сталь 8Cr13MOV</div> </div> <div class=""haracter""> <div class=""attr-name"">МАТЕРИАЛ РУКОЯТИ</div> <span>&nbsp;</span> <div class=""attr-text"">- Stainless Steel (нержавеющая сталь)</div> </div> <div class=""haracter""> <div class=""attr-name"">НАЗНАЧЕНИЕ</div> <span>&nbsp;</span> <div class=""attr-text"">- Для ежедневного ношения</div> </div> <div class=""haracter""> <div class=""attr-name"">ПРОИЗВОДИТЕЛЬ НОЖА</div> <span>&nbsp;</span> <div class=""attr-text"">- Kershaw</div> </div> <div class=""haracter""> <div class=""attr-name"">ДОПОЛНИТЕЛЬНО</div> <span>&nbsp;</span> <div class=""attr-text"">- Pocket clip &mdash; клипса для ношения ножа на поясе или кармане. Lanyard Hole &mdash; отверстие или приспособление в задней части рукояти для страховочного корда или ремня</div> </div>",NEW,2730.0,https://static-ru.insales.ru/images/products/1/5421/377320749/8980f77396225f50ae4cb7100986c4e4-700x700.jpg,https://static-ru.insales.ru/images/products/1/5422/377320750/6d7d4824c1722527c02bca67031c5ddb-700x700.jpg,https://static-ru.insales.ru/images/products/1/5434/377320762/a6357a0c235de93ea7c44c12f4c55ebb-700x700.jpg,"","","","","","","",Производитель,Kershaw,Длина клинка,89 мм,Марка стали,Нержавеющая сталь 8Cr8MOV,Материал рукояти,Нержавеющая сталь 8Cr8MOV,Общая длина,206 мм,Длина в закрытом состоянии,114 мм,Фирма производитель,Kershaw,Страна,Китай,Вес,160 гр,Обработка клинка,Black-oxide BlackWash™ finish,Фиксатор клинка,замок Frame-Lock (Фрейм-Лок),,,,,,,,,,,,,,,,
216407523,en_US,Нож автоматический выкидной Pro-Tech Tactical Response TR-3 Punisher,"<p><span style=""font-size: 12pt;"">Производитель: Pro-Tech СШАTR-3 Punisher: Tactical Response 3. Один из самых популярных ножей у сотрудников правоохранительных органов и военнослужащих. В TR-3 сочетается 90 мм лезвие и очень тонкая рукоять. Доступен в различных цветовых вариантах рукояти и обработке лезвий. Рукоятка изготовлена из цельного куска алюминиевого сплава T6 6061, лезвие из нержавеющей стали 154CM.<br />Надпись на рукояти ножа: &bull; God will judge our enemies &bull; &bull; We'll arrange the meetings &bull;<br />&bull; Господь осудит наших врагов &bull; &bull; Мы же организуем встречу &bull;<br />Общая длина (мм): 203</span><br /><span style=""font-size: 12pt;"">Длина клинка (мм): 89</span><br /><span style=""font-size: 12pt;"">Толщина обуха (мм): 3,2</span><br /><span style=""font-size: 12pt;"">Марка стали: 154CM</span><br /><span style=""font-size: 12pt;"">Тип обработки клинка: Satin</span><br /><span style=""font-size: 12pt;"">Длина рукояти (мм): 114</span><br /><span style=""font-size: 12pt;"">Материал рукояти: Алюминий</span><br /><span style=""font-size: 12pt;"">Тип замка: Button-Lock</span><br /><span style=""font-size: 12pt;"">Вес (гр): 109</span><br /><span style=""font-size: 12pt;"">Материал клипсы: Сталь</span><br /><span style=""font-size: 12pt;"">Компания производитель: Pro-Tech Knives (USA)</span><br /><span style=""font-size: 12pt;"">Страна изготовитель: США</span></p>",NEW,21270.0,https://static-ru.insales.ru/images/products/1/5906/377321234/80b66bfe35aced5ce5bdd425137e0db2-700x700.jpg,https://static-ru.insales.ru/images/products/1/5910/377321238/e868f376e79d28d68d90dcd5981a2778-700x700.jpg,https://static-ru.insales.ru/images/products/1/5912/377321240/aa6b1a63335d5eea11cd7aacb5a9a731-700x700.jpg,"","","","","","","",Производитель,Pro-Tech,Длина клинка,89 мм,Материал рукояти,Алюминий,Общая длина,203 мм,Толщина клинка,"3,2 мм",Фирма производитель,Pro-Tech,Страна,США,Вес,100 гр,Обработка клинка,Satin finish,Фиксатор клинка,замок Button-Lock,,,,,,,,,,,,,,,,,,
216407501,en_US,Складной танто CRKT Columbia River M16-04Z,"",NEW,6000.0,https://static-ru.insales.ru/images/products/1/5849/377321177/db203e8fbee1f3821f4be24ef97ed112-700x700.jpg,https://static-ru.insales.ru/images/products/1/5854/377321182/11bc79c37e3a2ce8d2e4a0a7b077bd2a-700x700.jpg,https://static-ru.insales.ru/images/products/1/5859/377321187/e355b5731ac1629a1b4693e0965903c2-700x700.jpg,"","","","","","","",Производитель,CRKT,Длина клинка,98 мм,Материал рукояти,Glass Reinforced Nylon,Общая длина,235 мм,Толщина клинка,"3,1 мм",Обработка клинка,Bead Blast,Фиксатор клинка,замок Liner-Lock,,,,,,,,,,,,,,,,,,,,,,,,
216407552,en_US,Складной нож Cold Steel 21A Bush Ranger Lite,"",NEW,4730.0,https://static-ru.insales.ru/images/products/1/5965/377321293/f0b0981183400e36dfb42db3c131cd0a-700x700.jpg,https://static-ru.insales.ru/images/products/1/5968/377321296/03f57e48763ce42b536849ebcf09b17d-700x700.jpg,"","","","","","","","",Производитель,Cold Steel,Длина клинка,89 мм,Материал рукояти,Glass Filled Nylon,Общая длина,213 мм,Толщина клинка,"3,8 мм",Обработка клинка,Satin finish,Фиксатор клинка,замок Tri-Ad-Lock,,,,,,,,,,,,,,,,,,,,,,,,
216407578,en_US,Раскладной нож Boker 01BO759 Caracal Folder Tactical,"<p><span>Производитель: Boker ГерманияСтрана изготовитель: Китай<br />Общая длина: 21,2 см.<br />Длина клинка: 8,7 см.<br />Толщина клинка: 3,5 мм.<br />Вес: 162 гр.<br />Материал клинка: D2<br />Материал рукояти: G-10<br />Система и способ открытия: ручная за отверстие, за флиппер<br />Тип замка: Liner Lock<br />Дизайнер: Boris Manasherov</span></p>",NEW,9080.0,https://static-ru.insales.ru/images/products/1/6016/377321344/28a5758e390f498200a2a0d03ce62758-700x700.jpg,https://static-ru.insales.ru/images/products/1/6020/377321348/52fcd520a9df34f3d10e2c73ec1c4401-700x700.jpg,https://static-ru.insales.ru/images/products/1/6023/377321351/4ed5ad913bf63d34adb8caf9dd13765c-700x700.jpg,https://static-ru.insales.ru/images/products/1/6026/377321354/ed18b6e20fe71791924f797d33323b4b-700x700.jpg,https://static-ru.insales.ru/images/products/1/6031/377321359/412fc9ec2c165121963e8f59890ab1cf-700x700.jpg,https://static-ru.insales.ru/images/products/1/6036/377321364/9b724c88c942ae30fc03202ad680f1e9-700x700.jpg,https://static-ru.insales.ru/images/products/1/6037/377321365/9b4036a5826325ad9e5402e202d11ad4-700x700.jpg,https://static-ru.insales.ru/images/products/1/6043/377321371/4e9cc47cc36ed310edf8bba32df99c61-700x700.jpg,https://static-ru.insales.ru/images/products/1/6047/377321375/3f5e56896f8a4e7b122b38ad9f4d33d7-700x700.jpg,"",Производитель,Boker,Длина клинка,87 мм,Материал рукояти,Коричневый G10,Общая длина,213 мм,Толщина клинка,"3,5 мм",Фирма производитель,Boker Plus,Вес,162 гр,Обработка клинка,Black finish,Фиксатор клинка,замок Liner-Lock,Дизайн,Борис Манашеров,,,,,,,,,,,,,,,,,,
216407653,en_US,Перочинный нож Солдатский Victorinox 0.8331.MC9 Hunter XS,"",NEW,4750.0,https://static-ru.insales.ru/images/products/1/6180/377321508/eac614aec5a8a6e757587d6d54d4ed2b-700x700.jpg,"","","","","","","","","",Производитель,Victorinox,Длина в закрытом состоянии,111 мм,Цвет,оранжевый/черный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216407758,en_US,Шейный складной нож Boker 01bo210 Dog Tag Knife,"<p><span style=""font-size: 12pt;""><strong>Производитель: Boker ГерманияСтрана изготовитель: Китай<br />Общая длина: 9,6 см.<br />Длина лезвия: 4,3 см.<br />Вес: 24 гр.<br />Толщина лезвия: 1,7 мм.<br />Материал лезвия: 440C<br />Материал рукояти: титан<br />Дизайнер: John Kubasek</strong></span></p>",NEW,4080.0,https://static-ru.insales.ru/images/products/1/6372/377321700/52e1fb24a2a95228b0b439dc2494362b-700x700.jpg,https://static-ru.insales.ru/images/products/1/6376/377321704/e9e9d8e0636a055a055b7689a52619a4-700x700.jpg,https://static-ru.insales.ru/images/products/1/6380/377321708/a83b9af20f2c13714b9d9145a7631742-700x700.jpg,"","","","","","","",Производитель,Boker,Длина клинка,43 мм,Материал рукояти,Титан,Общая длина,96 мм,Толщина клинка,"1,7 мм",Фирма производитель,Boker Plus,Вес,24 гр,Обработка клинка,Satin finish,Дизайн,John Kubasek,,,,,,,,,,,,,,,,,,,,
216407269,en_US,"Складной нож Пескарь, ХВ5-алмазка, черный граб","",NEW,5100.0,https://static-ru.insales.ru/images/products/1/5340/377320668/nozh_peskar_fursach-700x700.JPG,https://static-ru.insales.ru/images/products/1/5345/377320673/nozh_peskar_fursach_1-700x700.JPG,https://static-ru.insales.ru/images/products/1/5349/377320677/nozh_peskar_fursach_2-700x700.JPG,https://static-ru.insales.ru/images/products/1/5355/377320683/nozh_peskar_fursach_3-700x700.JPG,https://static-ru.insales.ru/images/products/1/5360/377320688/nozh_peskar_fursach_4-700x700.JPG,"","","","","",Артикул Поставщика,"Складной нож Пескарь, ХВ5-алмазка, черный граб",Твердость стали по HRC,64,Длина клинка,90 мм,Марка стали,ХВ5 алмазка,Материал рукояти,черный граб,Общая длина,195 мм,Толщина клинка,2.7- 2.9,Чехол,натуральная кожа,Фирма производитель,Фурсач А.А.,Страна,Россия,Ширина,19,Тип,Нож туристический,Конструкция,Травмобезопасная,,,,,,,,,,,,
216407379,en_US,Складной нож Benchmade модель 484 Nakamura Axis,"",NEW,20160.0,https://static-ru.insales.ru/images/products/1/5583/377320911/76b8dcc7413dddaab989a817df6ca181-700x700.jpg,https://static-ru.insales.ru/images/products/1/5587/377320915/7103430209e06ddf56a4d3b9416f9469-700x700.jpg,https://static-ru.insales.ru/images/products/1/5591/377320919/b9fcabc1ac1a46fb51ca98e96441e9de-700x700.jpg,https://static-ru.insales.ru/images/products/1/5595/377320923/7858f0aa20bb6871093d9ce438c4998c-700x700.jpg,https://static-ru.insales.ru/images/products/1/5601/377320929/8e34de7fc93d58e55d59b0fb08eb4af2-700x700.jpg,https://static-ru.insales.ru/images/products/1/5608/377320936/a171f4db54ca9c3c118ecc7238396faf-700x700.jpg,https://static-ru.insales.ru/images/products/1/5612/377320940/65e84db35013e12113b80a0b76b0eb51-700x700.jpg,https://static-ru.insales.ru/images/products/1/5618/377320946/5ef82a8ee9def06a76a18de96abf0e6e-700x700.jpg,"","",Длина клинка,78 мм,Материал рукояти,Чёрный G10,Общая длина,178 мм,Толщина клинка,"2,9 мм",Фирма производитель,Benchmade,Страна,США,Вес,100 гр,Обработка клинка,Satin finish,Фиксатор клинка,замок Axis-Lock,Дизайн,Seiichi Nakamura,,,,,,,,,,,,,,,,,,
216407490,en_US,Складной нож Boker Plus 01BO790 Thunder Storm,"",NEW,7530.0,https://static-ru.insales.ru/images/products/1/5825/377321153/065c3716ccffe6b2b33f8c0ece17144b-700x700.jpg,https://static-ru.insales.ru/images/products/1/5828/377321156/7917a9255bf7da845f171d6acc1182ff-700x700.jpg,"","","","","","","","",Производитель,Boker,Длина клинка,92 мм,Материал рукояти,Алюминий,Общая длина,222 мм,Толщина клинка,"3,5 мм",Обработка клинка,Satin finish,Фиксатор клинка,замок Button-Lock,,,,,,,,,,,,,,,,,,,,,,,,
